ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
506,150,12,5,1,200,10,80,20,800,400,20,12,30
518,155,12,5,1,220,10,80,20,800,400,20,12,30
530,160,12,5,-1,240,10,80,20,800,400,20,12,30
542,165,12,5,1,220,10,80,20,800,400,20,12,30
554,170,12,5,-1,240,10,80,20,800,400,20,12,30
566,175,12,5,1,220,10,80,20,800,400,20,12,30
578,180,12,5,-1,240,10,80,20,800,400,20,12,30
590,185,12,5,1,220,10,80,20,800,400,20,12,30
602,190,12,5,-1,240,10,80,20,800,400,20,12,30
614,195,12,5,1,220,10,80,20,800,400,20,12,30
626,200,12,5,1,240,10,80,20,800,400,20,12,30
638,205,12,5,-1,260,10,80,20,800,400,20,12,30
650,210,12,5,1,240,10,80,20,800,400,20,12,30
662,215,12,5,-1,260,10,80,20,800,400,20,12,30
674,220,12,5,1,240,10,80,20,800,400,20,12,30
686,225,12,5,1,260,10,80,20,800,400,20,12,30
698,230,12,5,-1,280,10,80,20,800,400,20,12,30
710,235,12,5,1,260,10,80,20,800,400,20,12,30
722,240,12,5,-1,280,10,80,20,800,400,20,12,30
734,245,12,5,1,260,10,80,20,800,400,20,12,30
746,250,12,5,-1,280,10,80,20,800,400,20,12,30
758,255,12,5,1,260,10,80,20,800,400,20,12,30
770,260,12,5,1,280,10,80,20,800,400,20,12,30
758,265,-12,5,-1,300,10,80,20,800,400,20,12,30
746,270,-12,5,-1,280,10,80,20,800,400,20,12,30
734,275,-12,5,-1,260,10,80,20,800,400,20,12,30
722,280,-12,5,1,240,10,80,20,800,400,20,12,30
710,285,-12,5,-1,260,10,80,20,800,400,20,12,30
698,290,-12,5,1,240,10,80,20,800,400,20,12,30
686,295,-12,5,1,260,10,80,20,800,400,20,12,30
674,300,-12,5,-1,280,10,80,20,800,400,20,12,30
662,305,-12,5,1,260,10,80,20,800,400,20,12,30
650,310,-12,5,-1,280,10,80,20,800,400,20,12,30
638,315,-12,5,1,260,10,80,20,800,400,20,12,30
626,320,-12,5,-1,280,10,80,20,800,400,20,12,30
614,325,-12,5,1,260,10,80,20,800,400,20,12,30
602,330,-12,5,-1,280,10,80,20,800,400,20,12,30
590,335,-12,5,-1,260,10,80,20,800,400,20,12,30
578,340,-12,5,1,240,10,80,20,800,400,20,12,30
566,345,-12,5,-1,260,10,80,20,800,400,20,12,30
554,350,-12,5,-1,240,10,80,20,800,400,20,12,30
542,355,-12,5,1,220,10,80,20,800,400,20,12,30
530,360,-12,5,-1,240,10,80,20,800,400,20,12,30
518,365,-12,5,-1,220,10,80,20,800,400,20,12,30
506,370,-12,5,1,200,10,80,20,800,400,20,12,30
494,365,-12,-5,1,220,10,80,20,800,400,20,12,30
482,360,-12,-5,1,240,10,80,20,800,400,20,12,30
470,355,-12,-5,1,260,10,80,20,800,400,20,12,30
458,350,-12,-5,-1,280,10,80,20,800,400,20,12,30
446,345,-12,-5,-1,260,10,80,20,800,400,20,12,30
434,340,-12,-5,-1,240,10,80,20,800,400,20,12,30
422,335,-12,-5,1,220,10,80,20,800,400,20,12,30
410,330,-12,-5,-1,240,10,80,20,800,400,20,12,30
398,325,-12,-5,1,220,10,80,20,800,400,20,12,30
386,320,-12,-5,-1,240,10,80,20,800,400,20,12,30
374,315,-12,-5,-1,220,10,80,20,800,400,20,12,30
362,310,-12,-5,1,200,10,80,20,800,400,20,12,30
350,305,-12,-5,-1,220,10,80,20,800,400,20,12,30
338,300,-12,-5,1,200,10,80,20,800,400,20,12,30
326,295,-12,-5,-1,220,10,80,20,800,400,20,12,30
314,290,-12,-5,1,200,10,80,20,800,400,20,12,30
302,285,-12,-5,-1,220,10,80,20,800,400,20,12,30
290,280,-12,-5,-1,200,10,80,20,800,400,20,12,30
278,275,-12,-5,1,180,10,80,20,800,400,20,12,30
266,270,-12,-5,1,200,10,80,20,800,400,20,12,30
254,265,-12,-5,-1,220,10,80,20,800,400,20,12,30
242,260,-12,-5,1,200,10,80,20,800,400,20,12,30
230,255,-12,-5,-1,220,10,80,20,800,400,20,12,30
218,250,-12,-5,-1,200,10,80,20,800,400,20,12,30
206,245,-12,-5,1,180,10,80,20,800,400,20,12,30
194,240,-12,-5,1,200,10,80,20,800,400,20,12,30
182,235,-12,-5,-1,220,10,80,20,800,400,20,12,30
170,230,-12,-5,1,200,10,80,20,800,400,20,12,30
158,225,-12,-5,-1,220,10,80,20,800,400,20,12,30
146,220,-12,-5,1,200,10,80,20,800,400,20,12,30
134,215,-12,-5,-1,220,10,80,20,800,400,20,12,30
122,210,-12,-5,1,200,10,80,20,800,400,20,12,30
110,205,-12,-5,-1,220,10,80,20,800,400,20,12,30
98,200,-12,-5,1,200,10,80,20,800,400,20,12,30
86,195,-12,-5,1,220,10,80,20,800,400,20,12,30
74,190,-12,-5,-1,240,10,80,20,800,400,20,12,30
62,185,-12,-5,1,220,10,80,20,800,400,20,12,30
50,180,-12,-5,-1,240,10,80,20,800,400,20,12,30
38,175,-12,-5,1,220,10,80,20,800,400,20,12,30
50,170,12,-5,-1,240,10,80,20,800,400,20,12,30
62,165,12,-5,-1,220,10,80,20,800,400,20,12,30
74,160,12,-5,-1,200,10,80,20,800,400,20,12,30
86,155,12,-5,1,180,10,80,20,800,400,20,12,30
98,150,12,-5,-1,200,10,80,20,800,400,20,12,30
110,145,12,-5,1,180,10,80,20,800,400,20,12,30
122,140,12,-5,1,200,10,80,20,800,400,20,12,30
134,135,12,-5,-1,220,10,80,20,800,400,20,12,30
146,130,12,-5,1,200,10,80,20,800,400,20,12,30
158,125,12,-5,-1,220,10,80,20,800,400,20,12,30
170,120,12,-5,1,200,10,80,20,800,400,20,12,30
182,115,12,-5,-1,220,10,80,20,800,400,20,12,30
194,110,12,-5,-1,200,10,80,20,800,400,20,12,30
206,105,12,-5,1,180,10,80,20,800,400,20,12,30
218,100,12,-5,-1,200,10,80,20,800,400,20,12,30
230,95,12,-5,1,180,10,80,20,800,400,20,12,30
242,90,12,-5,-1,200,10,80,20,800,400,20,12,30
254,85,12,-5,1,180,10,80,20,800,400,20,12,30
266,80,12,-5,-1,200,10,80,20,800,400,20,12,30
278,75,12,-5,-1,180,10,80,20,800,400,20,12,30
290,70,12,-5,1,160,10,80,20,800,400,20,12,30
302,65,12,-5,-1,180,10,80,20,800,400,20,12,30
314,60,12,-5,1,160,10,80,20,800,400,20,12,30
326,55,12,-5,-1,180,10,80,20,800,400,20,12,30
338,50,12,-5,-1,160,10,80,20,800,400,20,12,30
350,45,12,-5,1,140,10,80,20,800,400,20,12,30
362,40,12,-5,-1,160,10,80,20,800,400,20,12,30
374,35,12,-5,-1,140,10,80,20,800,400,20,12,30
386,30,12,-5,1,120,10,80,20,800,400,20,12,30
398,35,12,5,1,140,10,80,20,800,400,20,12,30
410,40,12,5,1,160,10,80,20,800,400,20,12,30
422,45,12,5,-1,180,10,80,20,800,400,20,12,30
434,50,12,5,1,160,10,80,20,800,400,20,12,30
446,55,12,5,-1,180,10,80,20,800,400,20,12,30
458,60,12,5,-1,160,10,80,20,800,400,20,12,30
470,65,12,5,1,140,10,80,20,800,400,20,12,30
482,70,12,5,-1,160,10,80,20,800,400,20,12,30
494,75,12,5,1,140,10,80,20,800,400,20,12,30
506,80,12,5,-1,160,10,80,20,800,400,20,12,30
518,85,12,5,1,140,10,80,20,800,400,20,12,30
530,90,12,5,-1,160,10,80,20,800,400,20,12,30
542,95,12,5,1,140,10,80,20,800,400,20,12,30
554,100,12,5,-1,160,10,80,20,800,400,20,12,30
566,105,12,5,1,140,10,80,20,800,400,20,12,30
578,110,12,5,-1,160,10,80,20,800,400,20,12,30
590,115,12,5,1,140,10,80,20,800,400,20,12,30
602,120,12,5,-1,160,10,80,20,800,400,20,12,30
614,125,12,5,1,140,10,80,20,800,400,20,12,30
626,130,12,5,-1,160,10,80,20,800,400,20,12,30
638,135,12,5,1,140,10,80,20,800,400,20,12,30
650,140,12,5,1,160,10,80,20,800,400,20,12,30
662,145,12,5,-1,180,10,80,20,800,400,20,12,30
674,150,12,5,1,160,10,80,20,800,400,20,12,30
686,155,12,5,1,180,10,80,20,800,400,20,12,30
698,160,12,5,-1,200,10,80,20,800,400,20,12,30
710,165,12,5,1,180,10,80,20,800,400,20,12,30
722,170,12,5,-1,200,10,80,20,800,400,20,12,30
734,175,12,5,1,180,10,80,20,800,400,20,12,30
746,180,12,5,1,200,10,80,20,800,400,20,12,30
758,185,12,5,-1,220,10,80,20,800,400,20,12,30
770,190,12,5,1,200,10,80,20,800,400,20,12,30
758,195,-12,5,-1,220,10,80,20,800,400,20,12,30
746,200,-12,5,-1,200,10,80,20,800,400,20,12,30
734,205,-12,5,-1,180,10,80,20,800,400,20,12,30
722,210,-12,5,1,160,10,80,20,800,400,20,12,30
710,215,-12,5,-1,180,10,80,20,800,400,20,12,30
698,220,-12,5,1,160,10,80,20,800,400,20,12,30
686,225,-12,5,1,180,10,80,20,800,400,20,12,30
674,230,-12,5,-1,200,10,80,20,800,400,20,12,30
662,235,-12,5,1,180,10,80,20,800,400,20,12,30
650,240,-12,5,-1,200,10,80,20,800,400,20,12,30
638,245,-12,5,1,180,10,80,20,800,400,20,12,30
626,250,-12,5,-1,200,10,80,20,800,400,20,12,30
614,255,-12,5,1,180,10,80,20,800,400,20,12,30
602,260,-12,5,-1,200,10,80,20,800,400,20,12,30
590,265,-12,5,1,180,10,80,20,800,400,20,12,30
578,270,-12,5,-1,200,10,80,20,800,400,20,12,30
566,275,-12,5,1,180,10,80,20,800,400,20,12,30
554,280,-12,5,-1,200,10,80,20,800,400,20,12,30
542,285,-12,5,1,180,10,80,20,800,400,20,12,30
530,290,-12,5,-1,200,10,80,20,800,400,20,12,30
518,295,-12,5,1,180,10,80,20,800,400,20,12,30
506,300,-12,5,-1,200,10,80,20,800,400,20,12,30
494,305,-12,5,1,180,10,80,20,800,400,20,12,30
482,310,-12,5,-1,200,10,80,20,800,400,20,12,30
470,315,-12,5,-1,180,10,80,20,800,400,20,12,30
458,320,-12,5,1,160,10,80,20,800,400,20,12,30
446,325,-12,5,-1,180,10,80,20,800,400,20,12,30
434,330,-12,5,1,160,10,80,20,800,400,20,12,30
422,335,-12,5,-1,180,10,80,20,800,400,20,12,30
410,340,-12,5,-1,160,10,80,20,800,400,20,12,30
398,345,-12,5,1,140,10,80,20,800,400,20,12,30
386,350,-12,5,-1,160,10,80,20,800,400,20,12,30
374,355,-12,5,-1,140,10,80,20,800,400,20,12,30
362,360,-12,5,1,120,10,80,20,800,400,20,12,30
350,365,-12,5,-1,140,10,80,20,800,400,20,12,30
338,370,-12,5,1,120,10,80,20,800,400,20,12,30
326,365,-12,-5,1,140,10,80,20,800,400,20,12,30
314,360,-12,-5,1,160,10,80,20,800,400,20,12,30
302,355,-12,-5,-1,180,10,80,20,800,400,20,12,30
290,350,-12,-5,-1,160,10,80,20,800,400,20,12,30
278,345,-12,-5,1,140,10,80,20,800,400,20,12,30
266,340,-12,-5,-1,160,10,80,20,800,400,20,12,30
254,335,-12,-5,-1,140,10,80,20,800,400,20,12,30
242,330,-12,-5,1,120,10,80,20,800,400,20,12,30
230,325,-12,-5,-1,140,10,80,20,800,400,20,12,30
218,320,-12,-5,1,120,10,80,20,800,400,20,12,30
206,315,-12,-5,-1,140,10,80,20,800,400,20,12,30
194,310,-12,-5,1,120,10,80,20,800,400,20,12,30
182,305,-12,-5,-1,140,10,80,20,800,400,20,12,30
170,300,-12,-5,1,120,10,80,20,800,400,20,12,30
158,295,-12,-5,-1,140,10,80,20,800,400,20,12,30
146,290,-12,-5,1,120,10,80,20,800,400,20,12,30
134,285,-12,-5,-1,140,10,80,20,800,400,20,12,30
122,280,-12,-5,1,120,10,80,20,800,400,20,12,30
110,275,-12,-5,-1,140,10,80,20,800,400,20,12,30
98,270,-12,-5,1,120,10,80,20,800,400,20,12,30
86,265,-12,-5,1,140,10,80,20,800,400,20,12,30
74,260,-12,-5,-1,160,10,80,20,800,400,20,12,30
62,255,-12,-5,1,140,10,80,20,800,400,20,12,30
50,250,-12,-5,-1,160,10,80,20,800,400,20,12,30
38,245,-12,-5,1,140,10,80,20,800,400,20,12,30
50,240,12,-5,-1,160,10,80,20,800,400,20,12,30
62,235,12,-5,-1,140,10,80,20,800,400,20,12,30
74,230,12,-5,-1,120,10,80,20,800,400,20,12,30
86,225,12,-5,1,100,10,80,20,800,400,20,12,30
98,220,12,-5,-1,120,10,80,20,800,400,20,12,30
110,215,12,-5,1,100,10,80,20,800,400,20,12,30
122,210,12,-5,1,120,10,80,20,800,400,20,12,30
134,205,12,-5,-1,140,10,80,20,800,400,20,12,30
146,200,12,-5,1,120,10,80,20,800,400,20,12,30
158,195,12,-5,-1,140,10,80,20,800,400,20,12,30
170,190,12,-5,1,120,10,80,20,800,400,20,12,30
182,185,12,-5,-1,140,10,80,20,800,400,20,12,30
194,180,12,-5,1,120,10,80,20,800,400,20,12,30
206,175,12,-5,1,140,10,80,20,800,400,20,12,30
218,170,12,-5,-1,160,10,80,20,800,400,20,12,30
230,165,12,-5,-1,140,10,80,20,800,400,20,12,30
242,160,12,-5,1,120,10,80,20,800,400,20,12,30
254,155,12,-5,-1,140,10,80,20,800,400,20,12,30
266,150,12,-5,1,120,10,80,20,800,400,20,12,30
278,145,12,-5,-1,140,10,80,20,800,400,20,12,30
290,140,12,-5,1,120,10,80,20,800,400,20,12,30
302,135,12,-5,-1,140,10,80,20,800,400,20,12,30
314,130,12,-5,1,120,10,80,20,800,400,20,12,30
326,125,12,-5,-1,140,10,80,20,800,400,20,12,30
338,120,12,-5,1,120,10,80,20,800,400,20,12,30
350,115,12,-5,-1,140,10,80,20,800,400,20,12,30
362,110,12,-5,-1,120,10,80,20,800,400,20,12,30
374,105,12,-5,1,100,10,80,20,800,400,20,12,30
386,100,12,-5,-1,120,10,80,20,800,400,20,12,30
398,95,12,-5,1,100,10,80,20,800,400,20,12,30
410,90,12,-5,-1,120,10,80,20,800,400,20,12,30
422,85,12,-5,1,100,10,80,20,800,400,20,12,30
434,80,12,-5,-1,120,10,80,20,800,400,20,12,30
446,75,12,-5,1,100,10,80,20,800,400,20,12,30
458,70,12,-5,-1,120,10,80,20,800,400,20,12,30
470,65,12,-5,-1,100,10,80,20,800,400,20,12,30
482,60,12,-5,1,80,10,80,20,800,400,20,12,30
494,55,12,-5,-1,100,10,80,20,800,400,20,12,30
506,50,12,-5,1,80,10,80,20,800,400,20,12,30
518,45,12,-5,-1,100,10,80,20,800,400,20,12,30
530,40,12,-5,-1,80,10,80,20,800,400,20,12,30
542,35,12,-5,1,60,10,80,20,800,400,20,12,30
554,30,12,-5,-1,80,10,80,20,800,400,20,12,30
566,35,12,5,1,60,10,80,20,800,400,20,12,30
578,40,12,5,1,80,10,80,20,800,400,20,12,30
590,45,12,5,-1,100,10,80,20,800,400,20,12,30
602,50,12,5,1,80,10,80,20,800,400,20,12,30
614,55,12,5,-1,100,10,80,20,800,400,20,12,30
626,60,12,5,1,80,10,80,20,800,400,20,12,30
638,65,12,5,-1,100,10,80,20,800,400,20,12,30
650,70,12,5,1,80,10,80,20,800,400,20,12,30
662,75,12,5,-1,100,10,80,20,800,400,20,12,30
674,80,12,5,1,80,10,80,20,800,400,20,12,30
686,85,12,5,1,100,10,80,20,800,400,20,12,30
698,90,12,5,-1,120,10,80,20,800,400,20,12,30
710,95,12,5,1,100,10,80,20,800,400,20,12,30
722,100,12,5,1,120,10,80,20,800,400,20,12,30
734,105,12,5,-1,140,10,80,20,800,400,20,12,30
746,110,12,5,1,120,10,80,20,800,400,20,12,30
758,115,12,5,-1,140,10,80,20,800,400,20,12,30
770,120,12,5,1,120,10,80,20,800,400,20,12,30
758,125,-12,5,-1,140,10,80,20,800,400,20,12,30
746,130,-12,5,-1,120,10,80,20,800,400,20,12,30
734,135,-12,5,-1,100,10,80,20,800,400,20,12,30
722,140,-12,5,1,80,10,80,20,800,400,20,12,30
710,145,-12,5,1,100,10,80,20,800,400,20,12,30
698,150,-12,5,-1,120,10,80,20,800,400,20,12,30
686,155,-12,5,1,100,10,80,20,800,400,20,12,30
674,160,-12,5,-1,120,10,80,20,800,400,20,12,30
662,165,-12,5,1,100,10,80,20,800,400,20,12,30
650,170,-12,5,1,120,10,80,20,800,400,20,12,30
638,175,-12,5,-1,140,10,80,20,800,400,20,12,30
626,180,-12,5,1,120,10,80,20,800,400,20,12,30
614,185,-12,5,-1,140,10,80,20,800,400,20,12,30
602,190,-12,5,1,120,10,80,20,800,400,20,12,30
590,195,-12,5,-1,140,10,80,20,800,400,20,12,30
578,200,-12,5,1,120,10,80,20,800,400,20,12,30
566,205,-12,5,-1,140,10,80,20,800,400,20,12,30
554,210,-12,5,1,120,10,80,20,800,400,20,12,30
542,215,-12,5,-1,140,10,80,20,800,400,20,12,30
530,220,-12,5,1,120,10,80,20,800,400,20,12,30
518,225,-12,5,-1,140,10,80,20,800,400,20,12,30
506,230,-12,5,1,120,10,80,20,800,400,20,12,30
494,235,-12,5,-1,140,10,80,20,800,400,20,12,30
482,240,-12,5,1,120,10,80,20,800,400,20,12,30
470,245,-12,5,-1,140,10,80,20,800,400,20,12,30
458,250,-12,5,1,120,10,80,20,800,400,20,12,30
446,255,-12,5,-1,140,10,80,20,800,400,20,12,30
434,260,-12,5,1,120,10,80,20,800,400,20,12,30
422,265,-12,5,-1,140,10,80,20,800,400,20,12,30
410,270,-12,5,1,120,10,80,20,800,400,20,12,30
398,275,-12,5,-1,140,10,80,20,800,400,20,12,30
386,280,-12,5,1,120,10,80,20,800,400,20,12,30
374,285,-12,5,-1,140,10,80,20,800,400,20,12,30
362,290,-12,5,1,120,10,80,20,800,400,20,12,30
350,295,-12,5,-1,140,10,80,20,800,400,20,12,30
338,300,-12,5,-1,120,10,80,20,800,400,20,12,30
326,305,-12,5,1,100,10,80,20,800,400,20,12,30
314,310,-12,5,-1,120,10,80,20,800,400,20,12,30
302,315,-12,5,1,100,10,80,20,800,400,20,12,30
290,320,-12,5,-1,120,10,80,20,800,400,20,12,30
278,325,-12,5,1,100,10,80,20,800,400,20,12,30
266,330,-12,5,-1,120,10,80,20,800,400,20,12,30
254,335,-12,5,-1,100,10,80,20,800,400,20,12,30
242,340,-12,5,1,80,10,80,20,800,400,20,12,30
230,345,-12,5,-1,100,10,80,20,800,400,20,12,30
218,350,-12,5,1,80,10,80,20,800,400,20,12,30
206,355,-12,5,-1,100,10,80,20,800,400,20,12,30
194,360,-12,5,-1,80,10,80,20,800,400,20,12,30
182,365,-12,5,1,60,10,80,20,800,400,20,12,30
170,370,-12,5,-1,80,10,80,20,800,400,20,12,30
158,365,-12,-5,1,60,10,80,20,800,400,20,12,30
146,360,-12,-5,-1,80,10,80,20,800,400,20,12,30
134,355,-12,-5,1,60,10,80,20,800,400,20,12,30
122,350,-12,-5,-1,80,10,80,20,800,400,20,12,30
110,345,-12,-5,1,60,10,80,20,800,400,20,12,30
98,340,-12,-5,1,80,10,80,20,800,400,20,12,30
86,335,-12,-5,-1,100,10,80,20,800,400,20,12,30
74,330,-12,-5,1,80,10,80,20,800,400,20,12,30
62,325,-12,-5,-1,100,10,80,20,800,400,20,12,30
50,320,-12,-5,1,80,10,80,20,800,400,20,12,30
38,315,-12,-5,-1,100,10,80,20,800,400,20,12,30
50,310,12,-5,-1,80,10,80,20,800,400,20,12,30
62,305,12,-5,-1,60,10,80,20,800,400,20,12,30
74,300,12,-5,-1,60,10,80,20,800,400,20,12,30
86,295,12,-5,1,60,10,80,20,800,400,20,12,30
98,290,12,-5,-1,80,10,80,20,800,400,20,12,30
110,285,12,-5,1,60,10,80,20,800,400,20,12,30
122,280,12,-5,-1,80,10,80,20,800,400,20,12,30
134,275,12,-5,1,60,10,80,20,800,400,20,12,30
146,270,12,-5,1,80,10,80,20,800,400,20,12,30
158,265,12,-5,-1,100,10,80,20,800,400,20,12,30
170,260,12,-5,1,80,10,80,20,800,400,20,12,30
182,255,12,-5,-1,100,10,80,20,800,400,20,12,30
194,250,12,-5,1,80,10,80,20,800,400,20,12,30
206,245,12,-5,-1,100,10,80,20,800,400,20,12,30
218,240,12,-5,1,80,10,80,20,800,400,20,12,30
230,235,12,-5,-1,100,10,80,20,800,400,20,12,30
242,230,12,-5,1,80,10,80,20,800,400,20,12,30
254,225,12,-5,1,100,10,80,20,800,400,20,12,30
266,220,12,-5,-1,120,10,80,20,800,400,20,12,30
278,215,12,-5,1,100,10,80,20,800,400,20,12,30
290,210,12,-5,-1,120,10,80,20,800,400,20,12,30
302,205,12,-5,-1,100,10,80,20,800,400,20,12,30
314,200,12,-5,1,80,10,80,20,800,400,20,12,30
326,195,12,-5,-1,100,10,80,20,800,400,20,12,30
338,190,12,-5,1,80,10,80,20,800,400,20,12,30
350,185,12,-5,-1,100,10,80,20,800,400,20,12,30
362,180,12,-5,-1,80,10,80,20,800,400,20,12,30
374,175,12,-5,1,60,10,80,20,800,400,20,12,30
386,170,12,-5,-1,80,10,80,20,800,400,20,12,30
398,165,12,-5,1,60,10,80,20,800,400,20,12,30
410,160,12,-5,-1,80,10,80,20,800,400,20,12,30
422,155,12,-5,1,60,10,80,20,800,400,20,12,30
434,150,12,-5,1,80,10,80,20,800,400,20,12,30
446,145,12,-5,-1,100,10,80,20,800,400,20,12,30
458,140,12,-5,1,80,10,80,20,800,400,20,12,30
470,135,12,-5,-1,100,10,80,20,800,400,20,12,30
482,130,12,-5,1,80,10,80,20,800,400,20,12,30
494,125,12,-5,-1,100,10,80,20,800,400,20,12,30
506,120,12,-5,-1,80,10,80,20,800,400,20,12,30
518,115,12,-5,1,60,10,80,20,800,400,20,12,30
530,110,12,-5,-1,80,10,80,20,800,400,20,12,30
542,105,12,-5,1,60,10,80,20,800,400,20,12,30
554,100,12,-5,-1,80,10,80,20,800,400,20,12,30
566,95,12,-5,1,60,10,80,20,800,400,20,12,30
578,90,12,-5,-1,80,10,80,20,800,400,20,12,30
590,85,12,-5,1,60,10,80,20,800,400,20,12,30
602,80,12,-5,-1,80,10,80,20,800,400,20,12,30
614,75,12,-5,1,60,10,80,20,800,400,20,12,30
626,70,12,-5,-1,80,10,80,20,800,400,20,12,30
638,65,12,-5,-1,60,10,80,20,800,400,20,12,30
650,60,12,-5,-1,60,10,80,20,800,400,20,12,30
662,55,12,-5,-1,60,10,80,20,800,400,20,12,30
674,50,12,-5,-1,60,10,80,20,800,400,20,12,30
686,45,12,-5,-1,60,10,80,20,800,400,20,12,30
698,40,12,-5,-1,60,10,80,20,800,400,20,12,30
710,35,12,-5,-1,60,10,80,20,800,400,20,12,30
722,30,12,-5,-1,60,10,80,20,800,400,20,12,30
734,35,12,5,-1,60,10,80,20,800,400,20,12,30
746,40,12,5,-1,60,10,80,20,800,400,20,12,30
758,45,12,5,-1,60,10,80,20,800,400,20,12,30
770,50,12,5,1,60,10,80,20,800,400,20,12,30
758,55,-12,5,-1,80,10,80,20,800,400,20,12,30
746,60,-12,5,-1,60,10,80,20,800,400,20,12,30
734,65,-12,5,-1,60,10,80,20,800,400,20,12,30
722,70,-12,5,-1,60,10,80,20,800,400,20,12,30
710,75,-12,5,-1,60,10,80,20,800,400,20,12,30
698,80,-12,5,-1,60,10,80,20,800,400,20,12,30
686,85,-12,5,1,60,10,80,20,800,400,20,12,30
674,90,-12,5,-1,80,10,80,20,800,400,20,12,30
662,95,-12,5,1,60,10,80,20,800,400,20,12,30
650,100,-12,5,-1,80,10,80,20,800,400,20,12,30
638,105,-12,5,1,60,10,80,20,800,400,20,12,30
626,110,-12,5,-1,80,10,80,20,800,400,20,12,30
614,115,-12,5,1,60,10,80,20,800,400,20,12,30
602,120,-12,5,1,80,10,80,20,800,400,20,12,30
590,125,-12,5,-1,100,10,80,20,800,400,20,12,30
578,130,-12,5,1,80,10,80,20,800,400,20,12,30
566,135,-12,5,-1,100,10,80,20,800,400,20,12,30
554,140,-12,5,1,80,10,80,20,800,400,20,12,30
542,145,-12,5,-1,100,10,80,20,800,400,20,12,30
530,150,-12,5,1,80,10,80,20,800,400,20,12,30
518,155,-12,5,-1,100,10,80,20,800,400,20,12,30
506,160,-12,5,1,80,10,80,20,800,400,20,12,30
494,165,-12,5,1,100,10,80,20,800,400,20,12,30
482,170,-12,5,-1,120,10,80,20,800,400,20,12,30
470,175,-12,5,1,100,10,80,20,800,400,20,12,30
458,180,-12,5,-1,120,10,80,20,800,400,20,12,30
446,185,-12,5,1,100,10,80,20,800,400,20,12,30
434,190,-12,5,-1,120,10,80,20,800,400,20,12,30
422,195,-12,5,1,100,10,80,20,800,400,20,12,30
410,200,-12,5,-1,120,10,80,20,800,400,20,12,30
398,205,-12,5,-1,100,10,80,20,800,400,20,12,30
386,210,-12,5,1,80,10,80,20,800,400,20,12,30
374,215,-12,5,-1,100,10,80,20,800,400,20,12,30
362,220,-12,5,1,80,10,80,20,800,400,20,12,30
350,225,-12,5,-1,100,10,80,20,800,400,20,12,30
338,230,-12,5,1,80,10,80,20,800,400,20,12,30
326,235,-12,5,-1,100,10,80,20,800,400,20,12,30
314,240,-12,5,1,80,10,80,20,800,400,20,12,30
302,245,-12,5,-1,100,10,80,20,800,400,20,12,30
290,250,-12,5,1,80,10,80,20,800,400,20,12,30
278,255,-12,5,-1,100,10,80,20,800,400,20,12,30
266,260,-12,5,1,80,10,80,20,800,400,20,12,30
254,265,-12,5,-1,100,10,80,20,800,400,20,12,30
242,270,-12,5,1,80,10,80,20,800,400,20,12,30
230,275,-12,5,-1,100,10,80,20,800,400,20,12,30
218,280,-12,5,1,80,10,80,20,800,400,20,12,30
206,285,-12,5,-1,100,10,80,20,800,400,20,12,30
194,290,-12,5,1,80,10,80,20,800,400,20,12,30
182,295,-12,5,-1,100,10,80,20,800,400,20,12,30
170,300,-12,5,1,80,10,80,20,800,400,20,12,30
158,305,-12,5,-1,100,10,80,20,800,400,20,12,30
146,310,-12,5,1,80,10,80,20,800,400,20,12,30
134,315,-12,5,-1,100,10,80,20,800,400,20,12,30
122,320,-12,5,-1,80,10,80,20,800,400,20,12,30
110,325,-12,5,1,60,10,80,20,800,400,20,12,30
98,330,-12,5,-1,80,10,80,20,800,400,20,12,30
86,335,-12,5,1,60,10,80,20,800,400,20,12,30
74,340,-12,5,-1,80,10,80,20,800,400,20,12,30
62,345,-12,5,-1,60,10,80,20,800,400,20,12,30
50,350,-12,5,-1,60,10,80,20,800,400,20,12,30
38,355,-12,5,-1,60,10,80,20,800,400,20,12,30
50,360,12,5,1,60,10,80,20,800,400,20,12,30
62,365,12,5,1,80,10,80,20,800,400,20,12,30
74,370,12,5,1,100,10,80,20,800,400,20,12,30
86,365,12,-5,-1,120,10,80,20,800,400,20,12,30
98,360,12,-5,-1,100,10,80,20,800,400,20,12,30
110,355,12,-5,-1,80,10,80,20,800,400,20,12,30
122,350,12,-5,1,60,10,80,20,800,400,20,12,30
134,345,12,-5,-1,80,10,80,20,800,400,20,12,30
146,340,12,-5,1,60,10,80,20,800,400,20,12,30
158,335,12,-5,1,80,10,80,20,800,400,20,12,30
170,330,12,-5,-1,100,10,80,20,800,400,20,12,30
182,325,12,-5,1,80,10,80,20,800,400,20,12,30
194,320,12,-5,-1,100,10,80,20,800,400,20,12,30
206,315,12,-5,1,80,10,80,20,800,400,20,12,30
218,310,12,-5,1,100,10,80,20,800,400,20,12,30
230,305,12,-5,-1,120,10,80,20,800,400,20,12,30
242,300,12,-5,1,100,10,80,20,800,400,20,12,30
254,295,12,-5,-1,120,10,80,20,800,400,20,12,30
266,290,12,-5,1,100,10,80,20,800,400,20,12,30
278,285,12,-5,1,120,10,80,20,800,400,20,12,30
290,280,12,-5,-1,140,10,80,20,800,400,20,12,30
